CHR1=Asat_OT3098_v2_chr5D LEN1=499214392	CHR2=Asat_C0648_chr5D	LEN2=491835595
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_1	130000001	130027192	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_2	130010001	130037230	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_3	130020001	130047247	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_4	130030001	130057247	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_5	130040001	130067265	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_6	130050485	130079344	516	99.41%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_7	130060001	130088995	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_8	130070001	130098997	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_9	130080001	130111261	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_10	130090001	161587303	1000	94.13%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_11	130100001	130125455	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_12	130110001	130135479	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_13	130120001	130145485	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_14	130130001	130155495	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_15	130140001	130165497	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_16	130150001	130175496	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_17	130160001	130185065	1000	98.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_18	130170001	197482073	931	86.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_19	130180003	130204974	998	99.39%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_20	130190001	130214957	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_21	130200001	130225001	1000	99.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_22	130210001	130235002	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_23	130220001	130245005	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_24	130230001	130255001	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_25	130240001	130265002	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_26	130250001	130275000	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_27	130260001	130278287	1000	99.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_28	130270001	130298184	1000	99.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_29	130280001	130298283	1000	99.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_30	130290001	130308566	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_31	130300001	130318568	1000	99.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_32	130310001	130328571	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_33	130320001	130338570	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_34	130330001	130348560	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_35	130340001	130358560	1000	98.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_36	130350001	130368558	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_37	130360001	130378560	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_38	130370001	130388564	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_39	130380001	130398564	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_40	130390003	130408564	998	98.89%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_41	130400001	130418535	1000	98.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_42	130410001	130428564	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_43	130420001	130438541	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_44	130430001	130448849	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_45	130440001	130458846	1000	98.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_46	130450001	130468847	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_47	130460001	130478849	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_48	130470001	130488847	1000	98.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_49	130480001	130498767	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_50	130490001	130508749	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_51	130500001	130518747	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_52	130510001	130528761	1000	98.41%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_53	130520001	130538771	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_54	130530001	130547041	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_55	130540001	130557047	1000	99.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_56	130550001	130567046	1000	99.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_57	130560001	130577044	1000	99.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_58	130570001	130587047	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_59	130580001	130597047	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_60	130590001	130607027	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_61	130600001	130617026	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_62	130610001	130627029	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_63	130620001	130637029	1000	96.59%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_64	130630001	130647056	1000	96.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_65	130640001	130656995	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_66	130650001	130667578	1000	97.74%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_67	130660001	130677596	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_68	130670001	130687596	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_69	130680001	130697577	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_70	130690001	130707485	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_71	130700002	130717514	999	98.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_72	130710001	130727509	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_73	130720001	130737501	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_74	130730001	130751719	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_75	130740001	130761722	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_76	130750001	130771747	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_77	130760001	130781782	1000	96.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_78	130770003	130791865	998	99.49%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_79	130780001	130801867	1000	98.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_80	130790001	130811872	1000	98.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_81	130800001	130821861	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_82	130810001	130840791	1000	99.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_83	130820001	130850774	1000	98.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_84	130830001	130860771	982	99.28%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_85	130840001	130878223	1000	97.54%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_86	130850001	130888237	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_87	130860001	130898212	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_88	130870001	130908210	1000	100%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_89	130880001	284996673	1000	93.81%	rev
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_90	130890001	130918147	1000	97.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_91	130900001	130928124	1000	99.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_92	130910001	130938119	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_93	130920001	130948125	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_94	130930001	130958126	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_95	130940001	130968128	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_96	130950001	130978127	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_97	130960001	130988127	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_98	130970001	130998106	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_99	130980001	131008106	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_100	130990001	131018105	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_101	131000001	131028110	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_102	131010001	131047165	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_103	131020001	131057214	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_104	131030001	131067210	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_105	131040001	131077202	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_106	131050001	131087203	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_107	131060001	131097204	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_108	131070001	131107060	1000	95.76%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_109	131080003	131117100	998	99.09%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_110	131090002	131127098	999	99.49%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_111	131100001	131141116	1000	98.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_112	131110001	131151051	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_113	131120001	131161052	1000	98.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_114	131130001	131171029	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_115	131140001	131181022	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_116	131150001	131191018	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_117	131160001	131201029	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_118	131170001	131211044	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_119	131180001	131221046	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_120	131190001	131236595	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_121	131200001	131246594	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_122	131210001	131256589	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_123	131220001	131266577	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_124	131230001	131276576	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_125	131240001	131286606	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_126	131250001	131296606	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_127	131260001	131306614	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_128	131270001	131316618	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_129	131280001	131326594	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_130	131290001	131336578	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_131	131300001	131346584	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_132	131310001	339058161	994	97.48%	rev
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_133	131320001	131357112	1000	97.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_134	131330001	131367126	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_135	131340001	131377119	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_136	131350001	131387113	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_137	131360001	131397113	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_138	131370001	131410218	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_139	131380001	131420208	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_140	131390003	131437889	998	97.81%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_141	131400001	131449353	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_142	131410001	131459372	1000	99.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_143	131420001	131469362	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_144	131430001	131507417	1000	97.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_145	131440001	131484291	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_146	131450001	131573229	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_147	131460001	131583228	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_148	131470001	131593224	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_149	131480001	131603219	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_150	131490001	131613218	1000	98.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_151	131500001	131623260	1000	97.35%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_152	131510001	131633278	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_153	131520001	131643304	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_154	131530001	131653303	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_155	131540001	131668020	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_156	131550001	131679241	1000	97.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_157	131560001	131689223	981	94.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_158	131570003	172072914	998	88.91%	rev
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_159	131580172	336992099	827	93.47%	rev
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_160	131590001	131695839	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_161	131600001	131705841	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_162	131610001	131715989	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_163	131620001	131725988	1000	97.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_164	131630001	131735979	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_165	131640001	131745989	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_166	131650001	131756010	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_167	131660001	131766037	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_168	131670001	131776034	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_169	131680001	131786034	1000	98.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_170	131690001	131805044	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_171	131700001	131823351	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_172	131710001	131833349	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_173	131720001	131843355	1000	97.53%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_174	131730001	131853068	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_175	131740001	131863071	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_176	131750001	131882107	1000	98.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_177	131760001	131892115	1000	98.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_178	131770001	131912211	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_179	131780001	131922211	1000	95.51%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_180	131790001	131927078	1000	96.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_181	131800001	131937110	1000	98.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_182	131810001	131947649	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_183	131820001	131957643	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_184	131830001	131967664	1000	99.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_185	131840001	131977662	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_186	131850001	131987654	998	99.19%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_187	131860001	131997637	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_188	131870001	132007640	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_189	131880001	132017641	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_190	131890001	132027773	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_191	131900001	132037760	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_192	131910001	132047757	1000	98.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_193	131920001	132057759	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_194	131930001	132067759	1000	98.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_195	131940001	132077780	1000	99.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_196	131950001	132086784	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_197	131960001	132096783	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_198	131970001	132086034	1000	87.31%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_199	131980001	132104946	1000	98.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_200	131990001	132114945	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_201	132000001	132124932	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_202	132010002	132134929	999	97.79%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_203	132020003	68192307	998	89.31%	rev
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_204	132030001	132148451	1000	98.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_205	132040001	132158483	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_206	132050001	132168482	985	96.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_208	132070001	132177213	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_209	132080001	132186026	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_210	132090001	132196050	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_211	132100001	132201501	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_212	132110001	132211491	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_213	132120001	132221496	1000	96.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_214	132130001	132231526	1000	99.3%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_215	132140001	132241526	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_216	132150001	132252360	1000	98.7%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_217	132160001	132262355	1000	96.72%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_218	132170001	132272371	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_219	132180001	132292231	1000	95.83%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_220	132190001	132302268	1000	98.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_221	132200001	132312062	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_222	132210001	132322051	1000	98%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_223	132220001	132332035	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_224	132230001	132342030	1000	98.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_225	132240001	132352006	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_226	132250001	132362021	1000	93.79%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_227	132260001	132372076	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_228	132270001	132382071	1000	98.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_229	132280001	132392052	1000	99.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_230	132290001	132402049	1000	98.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_231	132300001	132423679	1000	97.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_232	132310001	132433675	1000	98.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_233	132320001	132443620	1000	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_234	132330001	132453618	1000	97.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_235	132340001	407857900	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_236	132350003	132464510	996	98.79%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_237	132360001	132474506	1000	99%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_238	132370001	132484895	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_239	132380001	132494916	1000	97.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_240	132390001	132504906	1000	97.6%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_241	132400001	132514903	1000	98.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_242	132410002	132534251	999	99.1%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_243	132420001	132544251	1000	99.2%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_244	132430001	132549499	1000	92.9%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_245	132440001	132559521	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_246	132450001	132563250	1000	97.8%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_247	132460001	132579521	1000	99.4%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_248	132470001	132596899	1000	99.5%	for
Asat_OT3098_v2_chr5D_X_Asat_C0648_chr5D_249	132480001	132606901	1000	99.6%	for
